@relation ./otheralgorithms/DSSD/data/datasets/tmp/tmp

@attribute Cement numeric
@attribute BlastFurnaceSlag numeric
@attribute FlyAsh numeric
@attribute Water numeric
@attribute Superplasticizer numeric
@attribute CoarseAggregate numeric
@attribute FineAggregate numeric
@attribute Age numeric
@attribute class numeric
@data
505.0,0.0,60.0,195.0,0.0,1030.0,630.0,28.0,64.019997
425.0,106.300003,0.0,153.5,16.5,852.099976,887.099976,28.0,60.290001000000004
165.0,0.0,143.600006,163.800003,0.0,1005.599976,900.900024,3.0,14.4
183.899994,122.599998,0.0,203.5,0.0,959.2000119999999,800.0,28.0,24.049999
382.0,0.0,0.0,186.0,0.0,1047.0,739.0,28.0,37.419998
203.5,305.299988,0.0,203.5,0.0,963.400024,630.0,28.0,41.68
213.69999700000002,98.099998,24.5,181.699997,6.9,1065.800049,785.400024,100.0,53.900002
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,270.0,55.16
540.0,0.0,0.0,162.0,2.5,1040.0,676.0,28.0,79.989998
275.0,0.0,0.0,183.0,0.0,1088.0,808.0,7.0,14.2
297.200012,0.0,117.5,174.800003,9.5,1022.7999880000001,753.5,3.0,21.91
469.0,117.199997,0.0,137.800003,32.200001,852.099976,840.5,91.0,70.699997
139.899994,132.600006,103.300003,200.300003,7.4,916.0,753.400024,28.0,36.439999
321.299988,164.199997,0.0,190.5,4.6,870.0,774.0,28.0,57.220001
397.0,0.0,0.0,185.699997,0.0,1040.599976,734.299988,7.0,25.450001
190.0,190.0,0.0,228.0,0.0,932.0,670.0,270.0,50.66
475.0,118.800003,0.0,181.100006,8.9,852.099976,781.5,7.0,55.599998
366.0,187.0,0.0,191.300003,6.6,824.299988,756.900024,28.0,65.910004
380.0,95.0,0.0,228.0,0.0,932.0,594.0,90.0,40.560001
213.5,0.0,174.199997,159.199997,11.7,1043.599976,771.900024,3.0,15.61
310.0,0.0,0.0,192.0,0.0,970.0,850.0,360.0,38.110001000000004
425.0,106.300003,0.0,153.5,16.5,852.099976,887.099976,56.0,64.300003
325.600006,166.399994,0.0,174.0,8.9,881.599976,790.0,28.0,61.240002000000004
439.0,177.0,0.0,186.0,11.1,884.900024,707.900024,91.0,73.300003
295.700012,0.0,95.599998,171.5,8.9,955.099976,859.2000119999999,100.0,52.040001000000004
254.0,0.0,0.0,198.0,0.0,968.0,863.0,3.0,9.31
469.0,117.199997,0.0,137.800003,32.200001,852.099976,840.5,3.0,40.200001
252.5,0.0,0.0,185.699997,0.0,1111.599976,784.299988,7.0,11.48
143.699997,170.199997,132.600006,191.600006,8.5,814.099976,805.299988,28.0,29.870001000000002
425.0,106.300003,0.0,151.399994,18.6,936.0,803.700012,3.0,36.299999
302.0,0.0,0.0,203.0,0.0,974.0,817.0,14.0,18.129998999999998
249.100006,0.0,98.800003,158.100006,12.8,987.7999880000001,889.0,3.0,15.36
134.699997,0.0,165.699997,180.199997,10.0,961.0,804.900024,28.0,13.29
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,1.0,12.64
425.0,106.300003,0.0,153.5,16.5,852.099976,887.099976,3.0,33.400002
298.0,0.0,107.0,164.0,13.0,953.0,784.0,28.0,35.860001000000004
212.0,141.300003,0.0,203.5,0.0,973.400024,750.0,3.0,6.81
145.0,0.0,179.0,202.0,8.0,824.0,869.0,28.0,10.54
313.0,0.0,113.0,178.0,8.0,1002.0,689.0,28.0,36.799999
222.399994,0.0,96.699997,189.300003,4.5,967.099976,870.2999880000001,3.0,11.58
297.200012,0.0,117.5,174.800003,9.5,1022.7999880000001,753.5,28.0,47.400002
362.600006,189.0,0.0,164.899994,11.6,944.7000119999999,755.799988,91.0,79.300003
296.0,0.0,0.0,186.0,0.0,1090.0,769.0,28.0,25.18
425.0,106.300003,0.0,153.5,16.5,852.099976,887.099976,56.0,64.300003
144.0,170.0,133.0,192.0,8.0,814.0,805.0,28.0,29.870001000000002
310.0,143.0,111.0,168.0,22.0,914.0,651.0,28.0,33.689999
339.0,0.0,0.0,197.0,0.0,968.0,781.0,3.0,13.22
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,28.0,44.09
375.0,93.800003,0.0,126.599998,23.4,852.099976,992.599976,28.0,56.700001
528.0,0.0,0.0,185.0,6.9,920.0,720.0,28.0,56.830002
266.0,114.0,0.0,228.0,0.0,932.0,670.0,180.0,48.700001
362.600006,189.0,0.0,164.899994,11.6,944.7000119999999,755.799988,56.0,77.300003
145.699997,172.600006,0.0,181.899994,3.4,985.7999880000001,816.799988,28.0,23.74
277.0,0.0,0.0,191.0,0.0,968.0,856.0,90.0,31.25
275.100006,0.0,121.400002,159.5,9.9,1053.599976,777.5,14.0,38.77
183.899994,122.599998,0.0,203.5,0.0,959.2000119999999,800.0,3.0,4.9
314.0,145.0,113.0,179.0,8.0,869.0,690.0,28.0,46.23
178.0,129.800003,118.599998,179.899994,3.6,1007.2999880000001,746.799988,56.0,48.59
374.0,189.199997,0.0,170.100006,10.1,926.099976,756.700012,56.0,63.400002
424.0,22.0,132.0,178.0,8.5,822.0,750.0,7.0,39.0
425.0,106.300003,0.0,151.399994,18.6,936.0,803.700012,28.0,61.799999
234.0,156.0,0.0,189.0,5.9,981.0,760.0,28.0,39.299999
297.200012,0.0,117.5,174.800003,9.5,1022.7999880000001,753.5,14.0,36.990002000000004
153.0,239.0,0.0,200.0,6.0,1002.0,684.0,28.0,26.860001
326.5,0.0,137.899994,199.0,10.8,801.099976,792.5,28.0,38.630001
446.0,24.0,79.0,162.0,11.6,967.0,712.0,56.0,56.139998999999996
516.0,0.0,0.0,162.0,8.2,801.0,802.0,28.0,41.369999
385.0,0.0,0.0,186.0,0.0,966.0,763.0,3.0,14.7
491.0,26.0,123.0,201.0,3.9,822.0,699.0,3.0,29.549999
261.0,100.0,78.0,201.0,9.0,864.0,761.0,28.0,32.400002
250.0,0.0,0.0,182.0,0.0,1100.0,820.0,28.0,20.870001000000002
250.0,0.0,95.699997,187.399994,5.5,956.900024,861.2000119999999,3.0,13.82
307.0,0.0,0.0,193.0,0.0,968.0,812.0,3.0,12.54
212.0,0.0,124.800003,159.0,7.8,1085.400024,799.5,100.0,47.82
272.799988,181.899994,0.0,185.699997,0.0,1012.400024,714.299988,7.0,19.77
322.0,0.0,0.0,203.0,0.0,974.0,800.0,14.0,20.77
255.0,0.0,0.0,192.0,0.0,889.7999880000001,945.0,28.0,18.75
146.5,114.599998,89.300003,201.899994,8.8,860.0,829.5,28.0,19.99
225.0,0.0,0.0,181.0,0.0,1113.0,833.0,28.0,17.34
132.0,207.0,161.0,179.0,5.0,867.0,736.0,28.0,33.299999
159.800003,250.0,0.0,168.399994,12.2,1049.300049,688.200012,28.0,39.459998999999996
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,28.0,31.74
339.0,0.0,0.0,185.0,0.0,1060.0,754.0,28.0,31.65
150.0,236.80000299999998,0.0,173.800003,11.9,1069.300049,674.799988,28.0,37.43
480.0,0.0,0.0,192.0,0.0,936.2000119999999,712.200012,28.0,43.939999
172.399994,13.6,172.399994,156.800003,4.1,1006.2999880000001,856.400024,56.0,35.849998
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,90.0,40.66
194.699997,0.0,100.5,165.600006,7.5,1006.400024,905.900024,3.0,12.45
393.0,0.0,0.0,192.0,0.0,940.0,758.0,3.0,19.110001
321.399994,0.0,127.900002,182.5,11.5,870.099976,779.700012,28.0,37.27
183.899994,122.599998,0.0,203.5,0.0,959.2000119999999,800.0,90.0,32.529999
214.899994,53.799999,121.900002,155.600006,9.6,1014.2999880000001,780.599976,56.0,53.959998999999996
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,120.0,38.700001
439.0,177.0,0.0,186.0,11.1,884.900024,707.900024,28.0,66.0
356.0,119.0,0.0,160.0,9.0,1061.0,657.0,28.0,59.0
387.0,20.0,94.0,157.0,13.9,938.0,845.0,7.0,45.900002
250.0,0.0,95.699997,187.399994,5.5,956.900024,861.2000119999999,100.0,42.349998
238.19999700000002,158.800003,0.0,185.699997,0.0,1040.599976,734.299988,7.0,15.69
318.799988,212.5,0.0,155.699997,14.3,852.099976,880.400024,56.0,66.099998
212.600006,0.0,100.400002,159.399994,10.4,1003.7999880000001,903.7999880000001,100.0,47.740002000000004
190.300003,0.0,125.199997,161.899994,9.9,1088.099976,802.599976,14.0,22.719998999999998
252.30000299999998,0.0,98.800003,146.300003,14.2,987.7999880000001,889.0,56.0,55.830002
153.0,102.0,0.0,192.0,0.0,888.0,943.099976,7.0,8.37
162.0,190.100006,148.100006,178.800003,18.799999,838.099976,741.400024,28.0,33.759997999999996
389.899994,189.0,0.0,145.899994,22.0,944.7000119999999,755.799988,56.0,79.400002
298.0,137.0,107.0,201.0,6.0,878.0,655.0,28.0,53.52
152.0,0.0,112.0,184.0,8.0,992.0,816.0,28.0,12.18
246.80000299999998,0.0,125.099998,143.300003,12.0,1086.800049,800.900024,3.0,23.52
168.899994,42.200001,124.300003,158.300003,10.8,1080.800049,796.200012,14.0,23.51
388.600006,97.099998,0.0,157.899994,12.1,852.099976,925.7000119999999,91.0,57.599998
388.600006,97.099998,0.0,157.899994,12.1,852.099976,925.7000119999999,56.0,55.200001
213.69999700000002,0.0,174.699997,154.800003,10.2,1053.5,776.400024,100.0,50.080002
141.300003,212.0,0.0,203.5,0.0,971.7999880000001,748.5,3.0,4.83
148.5,139.399994,108.599998,192.699997,6.1,892.400024,780.0,28.0,23.700001
108.300003,162.399994,0.0,203.5,0.0,938.2000119999999,849.0,3.0,2.33
181.399994,0.0,167.0,169.600006,7.6,1055.599976,777.799988,56.0,35.57
272.799988,181.899994,0.0,185.699997,0.0,1012.400024,714.299988,28.0,31.379998999999998
144.0,15.0,195.0,176.0,6.0,1021.0,709.0,28.0,15.34
286.299988,200.899994,0.0,144.699997,11.2,1004.599976,803.700012,3.0,24.4
251.399994,0.0,118.300003,188.5,5.8,1028.400024,757.700012,14.0,29.93
251.399994,0.0,118.300003,192.899994,5.8,1043.599976,754.299988,56.0,39.27
296.0,0.0,107.0,221.0,11.0,819.0,778.0,28.0,31.42
326.0,0.0,138.0,199.0,11.0,801.0,792.0,28.0,40.68
261.899994,110.5,86.099998,195.399994,5.0,895.2000119999999,732.599976,28.0,33.720001
140.0,164.0,128.0,237.0,6.0,869.0,656.0,28.0,35.23
190.300003,0.0,125.199997,161.899994,9.9,1088.099976,802.599976,28.0,28.469998999999998
147.0,115.0,89.0,202.0,9.0,860.0,829.0,28.0,19.99
296.0,0.0,106.699997,221.399994,10.5,819.200012,778.400024,28.0,31.42
310.0,0.0,0.0,192.0,0.0,970.0,850.0,28.0,27.92
387.0,20.0,94.0,157.0,11.6,938.0,845.0,7.0,41.669998
305.299988,203.5,0.0,203.5,0.0,965.400024,631.0,3.0,14.14
155.0,183.0,0.0,193.0,9.0,1047.0,697.0,28.0,18.280001000000002
387.0,20.0,94.0,157.0,14.3,938.0,845.0,28.0,50.240002000000004
212.600006,0.0,100.400002,159.399994,10.4,1003.7999880000001,903.7999880000001,56.0,44.400002
376.0,0.0,0.0,214.600006,0.0,1003.5,762.400024,14.0,25.620001000000002
277.200012,97.800003,24.5,160.699997,11.2,1061.699951,782.5,56.0,66.82
166.800003,250.19999700000002,0.0,203.5,0.0,975.599976,692.599976,3.0,6.9
190.699997,0.0,125.400002,162.100006,7.8,1090.0,804.0,3.0,15.04
255.5,170.300003,0.0,185.699997,0.0,1026.599976,724.299988,7.0,17.24
214.899994,53.799999,121.900002,155.600006,9.6,1014.2999880000001,780.599976,28.0,52.200001
141.300003,212.0,0.0,203.5,0.0,971.7999880000001,748.5,28.0,29.889999
154.800003,183.399994,0.0,193.300003,9.1,877.2000119999999,867.7000119999999,28.0,23.790001
446.0,24.0,79.0,162.0,11.6,967.0,712.0,3.0,25.02
331.0,0.0,0.0,192.0,0.0,978.0,825.0,90.0,37.23
446.0,24.0,79.0,162.0,11.6,967.0,712.0,7.0,38.02
156.0,243.0,0.0,180.0,11.0,1022.0,698.0,28.0,37.360001000000004
289.0,0.0,0.0,192.0,0.0,913.2000119999999,895.2999880000001,7.0,14.6
262.0,111.0,86.0,195.0,5.0,895.0,733.0,28.0,33.720001
190.699997,0.0,125.400002,162.100006,7.8,1090.0,804.0,28.0,26.4
166.800003,250.19999700000002,0.0,203.5,0.0,975.599976,692.599976,28.0,33.950001
491.0,26.0,123.0,201.0,3.9,822.0,699.0,56.0,61.860001000000004
333.0,17.5,163.0,167.0,17.9,996.0,652.0,28.0,47.279999
231.80000299999998,0.0,121.599998,174.0,6.7,1056.400024,778.5,56.0,42.700001
236.0,0.0,0.0,194.0,0.0,968.0,885.0,14.0,12.84
387.0,20.0,94.0,157.0,14.3,938.0,845.0,56.0,56.34
155.0,183.0,0.0,193.0,9.0,877.0,868.0,28.0,23.790001
531.299988,0.0,0.0,141.800003,28.200001,852.099976,893.7000119999999,28.0,56.400002
272.600006,0.0,89.599998,198.699997,10.6,931.2999880000001,762.200012,28.0,32.25
446.0,24.0,79.0,162.0,11.6,967.0,712.0,28.0,57.029999
184.0,86.0,190.0,213.0,6.0,923.0,623.0,28.0,22.93
255.30000299999998,98.800003,77.0,188.600006,6.5,919.0,749.299988,28.0,33.799999
425.0,106.300003,0.0,153.5,16.5,852.099976,887.099976,7.0,49.200001
522.0,0.0,0.0,146.0,0.0,896.0,896.0,7.0,50.509997999999996
322.0,0.0,116.0,196.0,10.0,818.0,813.0,28.0,31.18
297.200012,0.0,117.5,174.800003,9.5,1022.7999880000001,753.5,56.0,51.959998999999996
290.399994,0.0,96.199997,168.100006,9.4,961.2000119999999,865.0,56.0,45.080002
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28.0,67.57
213.5,0.0,174.199997,154.600006,11.7,1052.300049,775.5,14.0,33.700001
172.399994,13.6,172.399994,156.800003,4.1,1006.2999880000001,856.400024,100.0,37.68
173.800003,93.400002,159.899994,172.300003,9.7,1007.2000119999999,746.599976,3.0,15.82
168.0,42.099998,163.800003,121.800003,5.7,1058.699951,780.099976,56.0,32.849998
168.899994,42.200001,124.300003,158.300003,10.8,1080.800049,796.200012,3.0,7.4
469.0,117.199997,0.0,137.800003,32.200001,852.099976,840.5,28.0,66.900002
332.5,142.5,0.0,228.0,0.0,932.0,594.0,365.0,41.049999
166.100006,0.0,163.300003,176.5,4.5,1058.599976,780.099976,3.0,10.76
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,90.0,35.759997999999996
249.100006,0.0,98.800003,158.100006,12.8,987.7999880000001,889.0,14.0,28.68
305.299988,203.5,0.0,203.5,0.0,965.400024,631.0,7.0,25.889999
520.0,0.0,0.0,170.0,5.2,855.0,855.0,28.0,60.279999
143.0,169.0,143.0,191.0,8.0,967.0,643.0,28.0,29.719998999999998
491.0,26.0,123.0,201.0,3.9,822.0,699.0,28.0,57.919998
250.19999700000002,166.800003,0.0,203.5,0.0,977.599976,694.099976,3.0,9.73
173.800003,93.400002,159.899994,172.300003,9.7,1007.2000119999999,746.599976,100.0,50.939999
252.30000299999998,0.0,98.800003,146.300003,14.2,987.7999880000001,889.0,28.0,50.599998
202.0,11.0,141.0,206.0,1.7,942.0,801.0,7.0,15.07
148.0,0.0,137.0,158.0,16.0,1002.0,830.0,28.0,17.950001
362.600006,189.0,0.0,164.899994,11.6,944.7000119999999,755.799988,28.0,71.300003
516.0,0.0,0.0,162.0,8.3,801.0,802.0,28.0,41.369999
213.5,0.0,174.199997,159.199997,11.7,1043.599976,771.900024,14.0,29.59
160.0,250.0,0.0,168.0,12.0,1049.0,688.0,28.0,39.450001
314.0,145.300003,113.199997,178.899994,8.0,869.099976,690.200012,28.0,46.23
266.0,114.0,0.0,228.0,0.0,932.0,670.0,28.0,45.849998
167.0,75.400002,167.0,164.0,7.9,1007.2999880000001,770.099976,28.0,41.41
424.0,22.0,132.0,168.0,8.9,822.0,750.0,3.0,32.110001000000004
251.80000299999998,0.0,99.900002,146.100006,12.4,1006.0,899.7999880000001,56.0,44.139998999999996
475.0,118.800003,0.0,181.100006,8.9,852.099976,781.5,56.0,72.300003
154.800003,183.399994,0.0,193.300003,9.1,1047.400024,696.700012,28.0,18.290001
239.600006,359.399994,0.0,185.699997,0.0,941.599976,664.299988,28.0,39.439999
379.5,151.199997,0.0,153.899994,15.9,1134.300049,605.0,28.0,52.200001
133.0,200.0,0.0,192.0,0.0,927.400024,839.2000119999999,7.0,13.66
313.799988,0.0,112.599998,169.899994,10.1,925.2999880000001,782.900024,28.0,38.459998999999996
194.699997,0.0,100.5,170.199997,7.5,998.0,901.7999880000001,14.0,24.280001000000002
181.399994,0.0,167.0,169.600006,7.6,1055.599976,777.799988,100.0,45.369999
393.0,0.0,0.0,192.0,0.0,940.599976,785.599976,28.0,39.599998
385.0,0.0,0.0,186.0,0.0,966.0,763.0,1.0,6.27
202.0,11.0,141.0,206.0,1.7,942.0,801.0,28.0,21.969998999999998
276.0,116.0,90.0,180.0,9.0,870.0,768.0,28.0,44.279999
427.5,47.5,0.0,228.0,0.0,932.0,594.0,28.0,37.43
